"","score","text"
"6189",1,"you stuff dew suits just fine"
"6190",1,"well spent morning"
"6191",0,"branch soon mall egypt"
"6192",0,"whether admit strategy get inspired"
"6193",0,"all israel"
"6194",0,"control energy"
"6195",0,"whether admit strategy get inspired"
"6196",0,"milk tea pudding"
"6197",0,""
"6198",0,""
"6199",-3,"chill time chill space chill workspace"
"6200",1,"its time gain america target christmas"
"6201",0,"introduces line almond milk based beverages"
"6202",0,"introduces line almond milk based beverages"
"6203",0,"little morning"
"6204",-3,"chill time chill space chill workspace"
"6205",0,"reading news"
"6206",0,"why entrance"
"6207",0,"register november ends open"
"6208",0,"introduces line almond milk based beverages"
"6209",0,"subtle informed critique overlords"
"6210",-1,"mad craving"
"6211",0,"ditches red includes sex couple the holidays mean something diffe"
"6212",0,"also unfair tax system tories"
"6213",0,"its chilly morning come warm gingerbread latte"
"6214",-1,"annoying barista sings christmas music throughout holidays"
"6215",0,"christmas decor taa dah"
"6216",1,"love onto weekend studying"
"6217",1,"our store elf idea warm tea"
"6218",0,"reposting starting tgif"
"6219",1,"this dazzling looks million bucks tastes"
"6220",-2,"company allow emplyees mistreated shame supervisor shame"
"6221",0,"havent ina minute thinking"
"6222",0,"can cause"
"6223",2,"like want for hot drinks day download virgin red sign using code wxe receive"
"6224",1,"whether admit strategy get inspire"
"6225",1,"good morning boston"
"6226",1,"good morning boston"
"6227",1,"good morning boston"
"6228",1,"good morning boston"
"6229",1,"good morning boston"
"6230",0,"woke the"
"6231",0,"with one mentees coding club learning etc"
"6232",0,"latte dishwasher"
"6233",2,"yay free card"
"6234",-1,"when singular ice cube ice cold"
"6235",0,""
"6236",-1,"chairman argues cutting corporation tax absolute unmitigated fuck"
"6237",0,"another saturday college dbs castle house dublin ireland"
"6238",-1,"just beans found closed online store and matte"
"6239",0,"first south mimms"
"6240",0,"check lot columbia via instant medium roast packets exp via"
"6241",0,"ending day detox eggnog latte course"
"6242",1,"sounds perfect start dayup world little time reflect"
"6243",1,"you stuff dew suits just fine"
"6244",1,"spending sunday afternoon team their pumpkin spice latte amazing"
"6245",0,"come"
"6246",0,"tea cup original"
"6247",0,"how stay drinks ketogenic lab"
"6248",0,"the origin logo similarity logo head"
"6249",-1,"ion shit else bet money double time busy day"
"6250",1,"you stuff dew suits just fine"
"6251",0,"remind weekday offs"
"6252",1,"tis season jolly"
"6253",1,"ready fly"
"6254",0,"everyday dose"
"6255",1,"ready plans"
"6256",1,"love christmas remind else clorox campaign"
"6257",-1,"hurray thanks skinny latte"
"6258",-1,"boycott tesco saying spokesperson country jump"
"6259",3,"awesome experience great service good interaction vishal employee"
"6260",0,"christmas bottle"
"6261",0,"yokkaichi"
"6262",0,"omg gingerbread latte"
"6263",0,"and saturday begins"
"6264",1,"ready fly"
"6265",0,"close"
"6266",-1,"overrated lattes"
"6267",0,"topping day artful exploration"
"6268",1,"ready fly"
"6269",0,"naay drive thru"
"6270",0,"just eat"
"6271",1,"yay name spelt"
"6272",1,"ready fly"
"6273",0,"tech companies value ago"
"6274",0,"feel taste"
"6275",0,"startgrowthhack startup_nerd whether admit"
"6276",1,"chatsworth zelzah best baristas devonshire balboa"
"6277",-1,"start petition gunman running lack slee"
"6278",0,"every food airport yum"
"6279",-1,"start petition gunman running lack slee"
"6280",-1,"start petition gunman running lack"
"6281",-1,"start petition gunman running lack"
"6282",0,"whether admit strategy get inspired"
"6283",0,"playing christmas music this"
"6284",0,"close"
"6285",-2,"greg hate time avoid plague"
"6286",0,"fox cake"
"6287",1,"never loved christmas drink christmas stickers will trade core stickers"
"6288",0,"microwave dishwa"
"6289",0,"kids wake night budget"
"6290",0,"double sticker starting tomorrow tara"
"6291",0,"first peppermint mocha season"
"6292",0,"halloween"
"6293",0,"whether admit strategy get inspired"
"6294",0,"why uhmm maybe shouldve drank"
"6295",0,"rising sun not"
"6296",0,"allooow name andy huahua spell name"
"6297",0,"halloween picture"
"6298",0,"halloween"
"6299",0,"halloween"
"6300",0,"come views multinational tax dodging"
"6301",0,"whether admit strategy get inspired"
"6302",0,"whether admit strategy get inspired"
"6303",0,"awwww yeah those mugs sis set christmas"
"6304",0,"christmas coming"
"6305",0,"bet sbux"
"6306",-1,"break"
"6307",0,"need itx"
"6308",-1,"bit provocative"
"6309",0,"poor hot chocolate day send vouchers"
"6310",1,"you stuff dew suits just fine"
"6311",0,"christmas time begin"
"6312",0,"the origin logo similarity logo head"
"6313",0,"annually post"
"6314",0,"rainy day"
"6315",0,"saturday morning"
"6316",0,""
"6317",-3,"chill time chill space chill workspace"
"6318",1,"treat yesterday hot latte milk pudding"
"6319",1,"you stuff dew suits just fine"
"6320",0,"they"
"6321",-1,"starting day nitro cold brew basic going rain"
"6322",0,"whether admit strategy get inspired"
"6323",1,"you top mountain stepping people"
"6324",0,"doodle lovin"
"6325",0,"peek inside princi bakery caf inside reserve roastery"
"6326",-1,"take break central pinklao"
"6327",-1,"mom girls day aunty papers til midnight def jealous adventure"
"6328",-1,"lot brands buying publicly renounce affiliation these"
"6329",-2,"from archives day ranting people complaining christma"
"6330",1,"you stuff dew suits just fine"
"6331",-1,"red heads beware they selling"
"6332",-1,"coworker broke hours coworker"
"6333",1,"you stuff dew suits just fine"
"6334",0,"winter starbacks"
"6335",0,"santa claus coming town yoyogi park"
"6336",0,"finally invested maker invest morning afternoon"
"6337",0,"fun cole patterson after conversation stranger parking lot cole life changed"
"6338",-1,"love cockroaches lying intolerable normal"
"6339",0,"any hired"
"6340",-1,"damn cockroach landed"
"6341",-2,"people smoke shit outside"
"6342",1,"you top mountain stepping people"
"6343",1,"enter for your chance win gift card ends via"
"6344",1,"good game"
"6345",0,"peppermint mocha yummy"
"6346",0,"squishy"
"6347",4,"sweet free sweet bread front paid heemmm god bless treat"
"6348",-1,"break walking vampire weekend song living clich sort"
"6349",0,"long time visit relaxing soy latte matcha cake jrjp hakata"
"6350",0,"ever submit homework knock tea laptop clearly result"
"6351",1,"check vtg francisco mug golden gate bridge via"
"6352",0,"check angeles skyline series mug series one barista via"
"6353",0,"check siren copper cream mug via"
"6354",1,"welcome"
"6355",1,"love latte"
"6356",0,""
"6357",0,"halloween costume"
"6358",-1,"kobe limited"
"6359",0,"first drink"
"6360",0,"bought able stop"
"6361",0,""
"6362",0,"starts war christmas"
"6363",-1,"lets fall walk"
"6364",0,"dont probably heard keylogg"
"6365",0,"marina barista adopted celebrating day late lol the learn"
"6366",0,"lol"
"6367",1,"wish afford special drink share the toasted mocha looks yummy"
"6368",0,"tis season columbia south"
"6369",0,"verdict banana creamy milk konbinis"
"6370",0,"starfucks"
"6371",1,"you top mountain stepping people"
"6372",0,"emotions"
"6373",1,"which drinks favorite"
"6374",1,"which drinks favorite"
"6375",-1,"just empty break"
"6376",1,"after week salted caramel hot chocolate"
"6377",1,"may advantage day"
"6378",-2,"store stinks carmel california disgusting spend"
"6379",-1,"baby cold outside"
"6380",0,"the girls day lunch starbunking"
"6381",0,"bigmouth inc the prescription mug"
"6382",-1,"saturday worries blessed rcbc plaza"
"6383",0,"carmel store encampment homeless customers enjoy due smell"
"6384",0,"see"
"6385",0,"mma late fukkkn wit line tho"
"6386",0,"drink"
"6387",0,""
"6388",0,"unveils elusive unicorn frappuccino"
"6389",0,"sums day gone"
"6390",0,"before sipping morning"
"6391",1,"good morning"
"6392",1,"which drinks favorite"
"6393",-1,"mom trying breakfast month told wait till exam lol"
"6394",0,"going bed whirl"
"6395",0,"woohoo"
"6396",0,"some month ago"
"6397",0,"years holiday cups"
"6398",1,"which drinks favorite"
"6399",1,"espress yourself tee new beloved collection"
"6400",0,"moved rise teen suicides mother organizes community http"
"6401",-1,"addicted iced chai"
"6402",0,"friday nov"
"6403",0,"starting busy saturdays starting routine"
"6404",1,"which drinks favorite"
"6405",0,"tis season columbia south"
"6406",-1,"this guy you people they dead last time checked alive"
"6407",-1,"seriously concerned ken wondering list"
"6408",1,"you top mountain stepping people"
"6409",0,"tis season"
"6410",0,"dont forget bogo weekend drinks cake pops"
"6411",0,"honors veterans active duty service members military spouses tomorrow fre"
"6412",0,"admitting step maryjeannyc told"
"6413",0,"chug glug"
"6414",-1,"tell change global plastic crisis"
"6415",2,"great enjoy day weekend home"
"6416",0,"its"
"6417",0,"boycotting"
"6418",1,"pack caramel cake try safe ive officially found"
"6419",1,"happiness basket its"
"6420",1,"when parent little love week"
"6421",1,"super angry ordered mins ahead mobile ready time waited mins befor"
"6422",0,"california sensies drinks crew card cluster"
"6423",1,"went bought carmel brulee lattie realized buy free bought drank"
"6424",0,"off cup one day went"
"6425",0,"not microwave"
"6426",0,"boycotting"
"6427",0,"boycotting"
"6428",0,"time despite taste resist design spirit"
"6429",0,"wish"
"6430",0,"time"
"6431",0,"boycotting"
"6432",3,"better friends hot chocolate sweet begin weekend"
"6433",1,"plays taylor swift promotion"
"6434",0,"new blog post coming tomorrow"
"6435",3,"fine paying even fine redeem stars locations"
"6436",-4,"disappointment vegas horrible priced unfriendly cabinets falling hinges"
"6437",0,"princi bakery seattle via"
"6438",-1,"time boycott they raised prices"
"6439",1,"the toasted white mocha delicious"
"6440",0,"thanks tip went"
"6441",0,"weekend yes please"
"6442",1,"now back triple shot joy"
"6443",0,"when david bogo frap"
"6444",0,"puppyccino bit hit house thanks the district yyc"
"6445",1,"japan getting yet another cool"
"6446",-1,"bought left car cold poured parking lot"
"6447",2,"amazing excited eggnog lattes you preggos day weeks comp"
"6448",-1,"sad waited mins water just water asked coming"
"6449",1,"you top mountain stepping people"
"6450",1,"buy free till"
"6451",0,"hit"
"6452",0,"some month ago"
"6453",1,"yeah love drinking satan smoking"
"6454",0,"lil lady more"
"6455",1,"the chocolate pudding cute mini black"
"6456",1,"enjoying btw caramel brle"
"6457",0,"join people fast food news toasted white chocolate mocha the impulsive buy"
"6458",0,"just call gee thanks"
"6459",1,"you won social game stop booth claim"
"6460",0,"california sensies drinks crew card cluster"
"6461",0,"bogo holiday drinks"
"6462",1,"thank xtra latte santa latte yrs friend"
"6463",2,"sure wish complimentary hot since served portion"
"6464",1,"good morning saturday"
"6465",0,""
"6466",0,"mermaid notebooks"
"6467",1,"love christmas time phoenix"
"6468",0,"trying toasted white chocolate mocha"
"6469",-1,"why constantly dark outside mornings lunch"
"6470",0,"california sensies drinks crew card cluster"
"6471",1,"nice couple bought mine mom drinks evening first time such act"
"6472",0,"late night venti peppermint mochaaaa"
"6473",0,"ornament"
"6474",0,"pike place gingerbread cafe"
"6475",1,"like gay"
"6476",1,"supreme moment"
"6477",1,"joy tea"
"6478",0,"thanks toffee nut late please gru airport aeroporto"
"6479",1,"loving day"
"6480",1,"you top mountain stepping people"
"6481",1,"you top mountain stepping people"
"6482",-1,"when rough week"
"6483",0,"woohoo"
"6484",0,"grande frap whip tsp sugar"
"6485",0,"just bae day"
"6486",1,"the season joy"
"6487",0,"this playing nonstop songs girl maple pecan latte"
"6488",-1,"one miss living toronto nearby here"
"6489",0,"california sensies drinks crew card cluster"
"6490",0,"belfast united kingdom"
"6491",0,"cash especially fucks"
"6492",1,"happy friday"
"6493",0,"moved rise teen suicides mother organizes community"
"6494",1,"enter win mug holiday blend can"
"6495",0,"cash especially fucks"
"6496",0,"releasing beverages"
"6497",0,"life"
"6498",2,"lorries enjoying bogo free get drink bef"
"6499",0,"caffeine arrives mukwonago thanks"
"6500",0,"gmorning"
"6501",0,"planning passing mom eeeks"
"6502",0,"putting white"
"6503",0,"california sensies drinks crew card cluster"
"6504",1,"refresh mooca plaza shopping"
"6505",0,"wave"
"6506",0,"canada"
"6507",0,"please gbr ornament"
"6508",1,"wish afford special drink share the toasted mocha looks yummy"
"6509",0,"yes wearing shirt yes aware degrees yes still iced"
"6510",1,"getting free"
"6511",0,"california sensies drinks crew card cluster"
"6512",0,"had yesterday had peppermint mocha frappuccino"
"6513",0,"you drink"
"6514",0,"omg shared rewards meeeeee"
"6515",1,"ppl free special passed today yesterday"
"6516",0,"california sensies drinks crew card"
"6517",1,"just blend maple creamer heaven"
"6518",0,"the barista called drink rhonda reflexively walked counter retrieve"
"6519",0,"sticker"
"6520",0,"today buy drink first sowing christmas surprise"
"6521",0,"nov"
"6522",1,"mmmmmmmm peppermint frappachino happy hour"
"6523",0,""
"6524",1,"good"
"6525",1,"note self avoid days frap happy hour drinks"
"6526",1,"how spell name correctly haha"
"6527",0,"boho bracelets inspired sylumvault via"
"6528",0,"here season"
"6529",-1,"sure staffed girls crush school"
"6530",0,"first season who disciplined disciplined jus spend"
"6531",1,"also highly recommend toasted white chocolate mocha whip omg"
"6532",0,"momentos mooca plaza shopping"
"6533",0,""
"6534",0,"holiday drink bogo yum"
"6535",2,"buy free share friend good bestfriend cheers"
"6536",1,"enter for your chance win gift card ends via"
"6537",0,"course counts lol"
"6538",1,"help loving"
"6539",1,"found gem dedication newspaper clippings"
"6540",0,""
"6541",2,"win favorite bag"
"6542",1,"its glad fulfill"
"6543",0,"girl can tall crem brulees also girl can drinks thanks"
"6544",1,"what line kudos story"
"6545",1,"right"
"6546",0,"its beginning look lot christmas"
"6547",2,"pretty cool"
"6548",0,"cheesecake factory the mall millenia"
"6549",0,"sprite"
"6550",0,"time bring lunch"
"6551",0,"mall shopping pitstop evitajacks"
"6552",-1,"gouged brand shoe had weeks disaster off repairs consoling world"
"6553",0,"yummy"
"6554",2,"had lovely day friend met wonderful blast"
"6555",-1,"having trouble logging app iphone heres workaround"
"6556",0,"the future people buying"
"6557",0,"fyi next safeway almond milk still"
"6558",1,"mark love partner braved bogo tea"
"6559",1,"loving"
"6560",0,"nah library tonight close"
"6561",-2,"god murder bloody"
"6562",0,"selling gnome butt plugs christmas"
"6563",0,"blessings buy drink share"
"6564",0,"blessings buy drink share"
"6565",0,"shoutout team store bogo"
"6566",0,"winston speaks feel self"
"6567",0,"how weeks ago trying shift"
"6568",0,"caffeine"
"6569",1,"when advantage buy share create boso care package homeless couple"
"6570",-1,"why cold day degrees"
"6571",1,"have seen warm snowman teehee"
"6572",0,"coasters set serena sumatra house blend arabian mocha via"
"6573",0,"staff harassed customer trump shirt"
"6574",0,"thank getting addicted"
"6575",0,""
"6576",0,"turn heat progress freezing brrr please"
"6577",0,"bogo can make this vibe tho"
"6578",0,"current situation love fall weather topeekeegee park"
"6579",0,"starting evening"
"6580",0,"eeeek now heading closest"
"6581",1,"love ornaments"
"6582",0,"got taste seriously underfilled venti"
"6583",0,"always marketing matter learning center"
"6584",-1,"sneaky little deal for all"
"6585",0,"join who share latte tag friend"
"6586",1,"you love hubby brings peppermint mocha"
"6587",1,"love christmas time phoenix"
"6588",0,"always marketing matter learning"
"6589",0,"selling gnome butt plugs christmas"
"6590",0,"when can get"
"6591",1,"pretty artsy christmas ornaments"
"6592",1,"bogo yes head local enjoy tasty treat"
"6593",0,"time shop snowflake marshmallows"
"6594",0,"size microwave"
"6595",1,"thank birthday drink"
"6596",1,"enter win mug holiday blend can"
"6597",1,"visiting fill card awesome service"
"6598",0,"brenhillspeaks selflessly volunteered run afternoon bogo holid"
"6599",0,"selflessly volunteered run afternoon bogo beverages"
"6600",0,"day black white relaxing treatment"
"6601",0,"tattoos"
"6602",0,"introduces line almond milk based beverages"
"6603",-1,"feel bad barista substitute milk almond milk and remember paying"
"6604",0,"just finished peppermint mocha frapp season"
"6605",1,"double fisting lattes thank treadmill begins weekend"
"6606",0,"salted caramel latte river life"
"6607",0,"first gingerbread latte season"
"6608",1,"good game"
"6609",1,"offspring thank"
"6610",0,"introduces line almond milk based beverages"
"6611",2,"had lovely day friend met wonderful blast"
"6612",0,"not art beverage calling replaced sticker"
"6613",1,"thanks buy free gingerbread latte"
"6614",2,"had lovely day friend linda stiles fox met wonderful veterans blast"
"6615",1,"coupons discounts free food sign upcoming research participation study"
"6616",0,"chairman slams gop tax plan"
"6617",0,"chairman slams gop tax plan"
"6618",0,"just bought drinks cause buy"
"6619",0,"our campus nearly done"
"6620",1,"got ever egg nog frap amazing this tradition"
"6621",1,"which prefer"
"6622",0,"join who share latte tag friend"
"6623",0,"sherman way woodman white washed lol gettin street"
"6624",1,"holiday drinks arrived crossing stop barnes noble cafe"
"6625",1,"hotel win"
"6626",0,"had coffie morning start day"
"6627",0,"yeah repeat drinks available special way ruin persons day"
"6628",0,"sherman way woodman white washed lol gettin street"
"6629",1,"love heart menorah why christmas"
"6630",0,"evidently promotion"
"6631",0,"twins"
"6632",-1,"london tired"
"6633",0,"people life lying like busy especially schoolers class"
"6634",1,"add ikea favorite list shopping experiences stores now list stands"
"6635",1,"the favorite all time"
"6636",0,"set write meet goal day"
"6637",1,"love you returned"
"6638",-1,"pokey missing lately due latte addiction"
"6639",-2,"damn mad tech"
"6640",0,"been minute yumm"
"6641",0,""
"6642",0,"when tries"
"6643",0,"sipping"
"6644",2,"love the peppermint mocha favorite"
"6645",0,"xmas cup middle east"
"6646",0,"name file"
"6647",0,"study drinking drink eating doughnuts"
"6648",1,"bogo amd totally adorable"
"6649",0,"seriously"
"6650",0,"study drinking drink eating doughnuts"
"6651",1,"good home hot mess repeated get window"
"6652",0,"study drinking drink eating doughnuts"
"6653",0,"study drinking drink eating doughnuts"
"6654",0,"former officer pulls gun girlfriend wife police"
"6655",1,"drink free pic"
"6656",0,"study drinking drink eating doughnuts"
"6657",0,"apparently basic white bitch mode lol thank"
"6658",-1,"please avoid cutty sark even sitting unethical"
"6659",-1,"spiced sweet cream cold brew soooooooooooo sad"
"6660",0,"can cause"
"6661",-1,"barista help large hazelnut bean water pls barista fuck"
"6662",0,"study drinking drink eating doughnuts"
"6663",-1,"bar drinks complain"
"6664",0,"second drink"
"6665",0,"burnt tastebuds"
"6666",1,"yay peppermint mochas"
"6667",0,"thoughts prayers baristas trying survive bogo event thinking angels"
"6668",1,"feeling hecka brilliant autumn"
"6669",1,"special buy get free holiday drinks thru monday november"
"6670",2,"fans cuts profit outlook competitors close luxury market burst"
"6671",0,"cookie snowman eggnog latte morning feeling special month"
"6672",-1,"seriously taking respond she literally burn"
"6673",0,"colored"
"6674",-1,"not peep disappointed cafe"
"6675",1,"mom bogo free"
"6676",-1,"seriously taking respond she literally burn"
"6677",0,"seriously taking respond she lit"
"6678",0,"tell commenting"
"6679",0,"christmas spirit"
"6680",-1,"there worse packed try write blog post client"
"6681",2,"hey cool wheres rest opened not happy"
"6682",0,"spending late afternoon sipping"
"6683",0,"spending late afternoon sipping"
"6684",1,"winter love"
"6685",-1,"eat makes bring life brings negativity"
"6686",2,"our residents enjoy complimentary newly renovated clubhouse chauncey amli"
"6687",0,"extra toasted white chocolate mocha friend publix"
"6688",0,"skipped thanksgiving moved mas peppermint mocha season"
"6689",1,"cheers buy free dranks"
"6690",2,"celebrate veteran day offering free drip friday active veterans"
"6691",1,"god loves pay grande venti instead"
"6692",1,"playing taylor swift songs minutes day found"
"6693",0,"tell commenting"
"6694",1,"love years via"
"6695",0,"dog two tone mug shop"
"6696",0,""
"6697",1,"when bogo free"
"6698",1,"drink free pic"
"6699",0,"finish day"
"6700",1,"friday delight white chocolate mocha"
"6701",-2,"cracks the real plan buzzing yet claims"
"6702",0,"holiday friday feelin"
"6703",0,"our campus nearly done"
"6704",1,"cuz cool"
"6705",0,"sampling"
"6706",-1,"there lines people drink people store wait"
"6707",0,"seriously"
"6708",1,"happy friends this morning solo run heading day weekend"
"6709",0,"dear san marco location give jason barista raise give jason store give jason wor"
"6710",1,"heading take free magazine digital"
"6711",0,"first season"
"6712",-1,"hannity gone sorry mom"
"6713",0,"from porto month sign"
"6714",1,"offering buy free beverage deal"
"6715",0,"get health rewards get earned drink week apply"
"6716",0,"new"
"6717",-1,"getting spoiled"
"6718",-1,"getting spoiled"
"6719",0,"season"
"6720",1,"decided the famous rep"
"6721",0,"friday evening"
"6722",0,"root pup"
"6723",0,"need bring day"
"6724",0,"drinks sugar donuts"
"6725",0,"buy one share one"
"6726",1,"good morning popcorn breakfast"
"6727",2,"celebration outdoes offering veterans free"
"6728",1,"whether admit strategy get inspire"
"6729",1,"hot chocolate day"
"6730",1,"legendary drink blizzard hope reset blp"
"6731",1,"wearing red honor armed services"
"6732",1,"this brilliant friend california"
"6733",1,"please collectors thank"
"6734",1,"sitting outside latte scone share the agents adore"
"6735",-1,"youre essentially spending drink ice brand junk beverage"
"6736",0,"reposting"
"6737",0,"our campus nearly done"
"6738",1,"unveils ready drink portfolio"
"6739",1,"click ship baskets aff done easy"
"6740",1,"offering buy free beverage deal"
"6741",0,"our campus nearly done"
"6742",0,"world"
"6743",0,"size microwave"
"6744",1,"when friend buys free bogo"
"6745",2,"love slogan awesome"
"6746",1,"love time extreme"
"6747",1,"offering buy free beverage deal"
"6748",1,"offering buy free beverage deal"
"6749",-1,"head coach mike antoni getting morning addicted"
"6750",0,"alamo ranch takes foever"
"6751",0,"world"
"6752",0,"control energy"
"6753",0,"join who share latte tag friend"
"6754",0,"hmm via"
"6755",-3,"ceramic mugs horrible its frustrating spend expensive special edition mug"
"6756",0,"can spot"
"6757",0,"yes essential via wakes"
"6758",0,"can cause"
"6759",1,"study finds that the festive drinks are the sugar equivalent seven doughnuts"
"6760",1,"spread cheer bogo drinks bring friend thru"
"6761",0,"too bad spiced apple cider included buy free sale"
"6762",0,"hey can seats please toasted white chocolat"
"6763",0,"cold white chocolate mocha busy week worth"
"6764",-2,"caught bad day found hard coinstar partnership gone mobile app displ"
"6765",0,"umm please"
"6766",1,"celebrating veteran day free drip friday active veterans valid tha"
"6767",0,"drive thru challenge midweek sampled regular mcds"
"6768",2,"love love friday"
"6769",2,"love slogan awesome"
"6770",0,"snowy morning"
"6771",0,""
"6772",0,"omg peppermint brownie cake pops"
"6773",0,"fletchers puppachino"
"6774",0,"line lady popcorn book alphabet too"
"6775",0,"time"
"6776",1,"when lady free banana nut bread"
"6777",-1,"fail"
"6778",0,"obsessed collection let getting gifts"
"6779",0,"livin life"
"6780",0,"grab morning catch its entertainment"
"6781",0,"congrats alex whoever"
"6782",0,"majorly disappointed seasonal drinks especially hot chocolate choice never day"
"6783",0,"before talkie shop"
"6784",0,"november playing music"
"6785",0,"another friday morning featuring boy"
"6786",1,"holy beans tired ready psl cuatrento"
"6787",0,"remember name morning"
"6788",0,"disney springs"
"6789",0,"ive hours semi sleepy time head chug triple shot"
"6790",1,"excited"
"6791",0,"check christmas holiday carolers mug ounces tea cup"
"6792",-1,"why expensive"
"6793",0,"the could christmassy"
"6794",0,"what happened"
"6795",1,"cooler weather makes happy"
"6796",0,"ice christmas music remembrance day"
"6797",1,"work harder"
"6798",0,"anybody else grabbing day"
"6799",0,"joe holiday"
"6800",2,"guys appreciate free drink but remove home page its redeemabl"
"6801",0,"before talkie shop"
"6802",0,"starting day trip"
"6803",0,"you hard leave playing taylor swift day"
"6804",0,"doodled friend"
"6805",1,"when cards free activate"
"6806",0,"thanks neighbors brother father ones"
"6807",1,"love customers this what review"
"6808",0,"holiday spiced flat white makes mornings"
"6809",0,"when balance low"
"6810",0,"when balance low"
"6811",1,"game strong syns"
"6812",-1,"winter boots leg warmers scarf coat draped pathetic"
"6813",0,"barista plans weekend luncheon"
"6814",0,"trade walked"
"6815",0,"when markers color pencils"
"6816",-1,"employees competition spell peoples names worst"
"6817",1,"this time offered write name and right"
"6818",0,"basic bitching peppermint frappuccino album refu"
"6819",0,"sell tazo tea unilever gourmet retailer"
"6820",-1,"nom nom little treat break wrappung"
"6821",0,"quick math question"
"6822",0,"dont"
"6823",2,"gingerbread latte season yay love"
"6824",1,"best brand ads using cinemagraphs october flixel"
"6825",0,""
"6826",0,"cold nearby warm"
"6827",0,"about meet italian friend speak italian wohoo neglecting language hobby lately"
"6828",0,"new"
"6829",0,""
"6830",1,"playing taylor swift songs not getting pumped client meeting _"
"6831",1,"come share the bloor west what warm"
"6832",1,"loving reusable"
"6833",1,"happy day jordon guys"
"6834",0,"currently playing taylor listen taylor"
"6835",0,"its"
"6836",0,"thousands miles home first listen"
"6837",0,"now season question buy gingerbread house las"
"6838",1,"awesome"
"6839",1,"happy day guys"
"6840",2,"actually impressed flashy girl anyways"
"6841",-1,"nothing home walking street picking wait"
"6842",0,"babe"
"6843",1,"historic japanese sites miyajima onsen inspired spirited away via"
"6844",-1,"that basic bitch life"
"6845",1,"pro tip cool open lid set window sill"
"6846",1,"lovers get drink one free"
"6847",3,"sweet relief get veins sweet elixir"
"6848",0,"the barista looks stephen baldwin"
"6849",0,"friday treat toffee nut white mocha americano"
"6850",0,""
"6851",0,"peppermint mocha american chinese food lol"
"6852",0,"this statement true"
"6853",0,"pumpkin spice latte"
"6854",0,"every girl birthday"
"6855",0,"toasted white chocolate mocha"
"6856",0,"leave subtly troll"
"6857",0,"added video screens"
"6858",0,""
"6859",1,"obligatory free complete requisite misspelled name spelled also first"
"6860",0,"dude when expect staff expressing div"
"6861",0,"took twin sister"
"6862",2,"celebrate veteran day offering free drip friday active veterans"
"6863",2,"grande venti called sweet love feels"
"6864",0,"ima broke everyday worth live lol"
"6865",2,"good biggest fan gold card provide"
"6866",1,"when normal morning drive routine accomplished hour usually takes hours and"
"6867",0,"literally day nightshift"
"6868",1,"your welcome now self caf sashay"
"6869",-1,"ive sick week able drink rescue birt"
"6870",0,"getting"
"6871",-1,"lefty trying kill tell send"
"6872",0,"obsessed collection let getting gifts"
"6873",1,"peppermint mocha whats favorite drink season"
"6874",0,""
"6875",1,"mean pretty basic lol"
"6876",1,"week wwoohhoo thank"
"6877",1,"received free morning wait best"
"6878",0,"photo"
"6879",0,"venti dark roast friday morning treat impressed"
"6880",0,"holidays coming"
"6881",0,"there tumbler ridiculously cute"
"6882",0,"one one less"
"6883",1,"toasted white chocolate favorite"
"6884",-1,"rumor getting rid avocado spread please"
"6885",0,"design business"
"6886",0,"the future people buying"
"6887",0,"name sir gary ted center parcs"
"6888",1,"love starting day https"
"6889",1,"added friday thank brice ost"
"6890",1,"you bathrooms cool breath air pee"
"6891",0,"first season yum"
"6892",0,"for remember deal rolling stuff this jus"
"6893",1,"meeting awesome drink christmas"
"6894",1,"weekend you welcome"
"6895",0,"white chocolate sooo"
"6896",0,"please gbr ornament"
"6897",0,"imagine captain janeway installed voyager"
"6898",0,"fiiiin winter coming"
"6899",0,"its officially season"
"6900",0,"this looks"
"6901",0,"people drivethru line bruh really must holidays"
"6902",0,"post lunch obligation"
"6903",0,"commodore here morning tips"
"6904",0,"tall eggnog latte waterloo station bond street"
"6905",-1,"little bit history wait"
"6906",0,"imagine captain janeway installed voyager"
"6907",0,"make not war via"
"6908",0,"the future paid phone"
"6909",1,"gonna grab free"
"6910",0,"barista name drinks tori tori barista barista barista nailed"
"6911",0,"americano app the future crazier"
"6912",-1,"the breakdown american culture astounding struggle survive auburn birmingham"
"6913",-1,"damned"
"6914",0,"because fri yays treats"
"6915",0,"flavoured"
"6916",0,"guess sipping photo"
"6917",-1,"lefty trying kill tell send"
"6918",0,"now nov buy share whats"
"6919",0,"time"
"6920",1,"happy friday"
"6921",1,"yay christmas _"
"6922",0,"day marking comes perks"
"6923",0,"just opened its first reader digest"
"6924",0,"kicks massive release campaign"
"6925",1,"super target sunshine gonna friday"
"6926",0,"thanks"
"6927",0,"the special edition card planners speaks inner"
"6928",-1,"chilly start day calls venti"
"6929",0,"invented jews gtfoh bitching xmas"
"6930",1,"after hour contemplation finally successful openimg box can"
"6931",0,"holiday friday feelin"
"6932",0,"beans"
"6933",-1,"they taste damn"
"6934",-1,"lefty trying kill tell send"
"6935",1,"love cups"
"6936",0,"adds drinks offers deal abc news via"
"6937",0,"real talk jersey city new jersey"
"6938",0,"sister surprised made day lol"
"6939",-1,"lefty trying kill tell send"
"6940",0,"how weeks ago trying shift"
"6941",-1,"lefty trying kill tell send"
"6942",2,"enjoying lovely fudge hot chocolate"
"6943",0,"early mas peppermint mocha"
